Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-00201,"Brown, Molina and Jones",FinTech,AMER,148488,Qualification,Partner,Decision maker is hesitant about the pricing structure.,2025-05-02
OPP-00202,Sanders Ltd,SaaS,APAC,240344,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-06-08
OPP-00203,Green Ltd,AI,APAC,57236,Discovery,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-12-10
OPP-00204,"Gordon, Campbell and Larson",SaaS,APAC,109290,Closed Lost,G2 Review,They are comparing us to a local competitor in Berlin.,2025-05-02
OPP-00205,Soto and Sons,AI,APAC,97417,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-12-11
OPP-00206,Sanders LLC,Logistics,AMER,140663,Closed Lost,G2 Review,Decision maker is hesitant about the pricing structure.,2025-07-04
OPP-00207,"Clark, Jennings and Krueger",HealthTech,EMEA,247306,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-08-07
OPP-00208,Brown LLC,Logistics,EMEA,117538,Discovery,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-05-29
OPP-00209,Burton-Jackson,HealthTech,APAC,194758,Proposal,G2 Review,"Highly motivated, looking to close by the end of Q3.",2026-03-02
OPP-00210,"Martin, Ellison and Howell",AI,APAC,176524,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-02-21
OPP-00211,Harrison-Miller,Retail,APAC,187982,Closed Won,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2026-03-13
OPP-00212,Murillo and Sons,AI,AMER,76268,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-10-07
OPP-00213,Owen-Garcia,FinTech,AMER,215673,Discovery,Webinar,They are comparing us to a local competitor in Berlin.,2025-08-28
OPP-00214,"Lozano, Burch and Ewing",FinTech,EMEA,222208,Negotiation,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2026-02-07
OPP-00215,"Diaz, White and Carter",Logistics,EMEA,120281,Negotiation,Partner,They are comparing us to a local competitor in Berlin.,2025-09-25
OPP-00216,Roberson-Liu,SaaS,AMER,74227,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-25
OPP-00217,"Daniels, Garcia and Reyes",Logistics,AMER,66183,Proposal,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-12-06
OPP-00218,"Cortez, Roberts and House",Retail,APAC,145382,Proposal,Webinar,"Budget is approved, but they need an API integration for Python.",2025-03-30
OPP-00219,Russell PLC,Logistics,EMEA,224478,Closed Lost,Webinar,"Budget is approved, but they need an API integration for Python.",2025-08-10
OPP-00220,"Todd, White and Trujillo",FinTech,APAC,147761,Qualification,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-06-20
OPP-00221,Chavez-Snyder,AI,APAC,191733,Discovery,Webinar,Customer requested a 15% discount; Finance approval pending.,2026-01-28
OPP-00222,Newton-Davis,FinTech,APAC,16041,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-09-30
OPP-00223,Wilson and Sons,AI,AMER,75976,Discovery,Partner,"Highly motivated, looking to close by the end of Q3.",2025-03-30
OPP-00224,White Inc,Retail,EMEA,142446,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-01-28
OPP-00225,"Yu, Tucker and Moore",FinTech,EMEA,65034,Proposal,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-04-15
OPP-00226,"Bell, Fowler and Love",HealthTech,AMER,186288,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-10-23
OPP-00227,"Norman, Evans and Robertson",Retail,APAC,76693,Qualification,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-05-29
OPP-00228,"Bennett, Thomas and Mitchell",Logistics,EMEA,150531,Closed Won,Partner,"Budget is approved, but they need an API integration for Python.",2026-02-02
OPP-00229,Bright and Sons,Logistics,APAC,122689,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-08-26
OPP-00230,Jarvis-Newman,Logistics,APAC,79219,Closed Lost,Webinar,"Budget is approved, but they need an API integration for Python.",2025-07-25
OPP-00231,Hall PLC,FinTech,EMEA,121816,Discovery,G2 Review,They are comparing us to a local competitor in Berlin.,2025-08-10
OPP-00232,Alexander and Sons,AI,EMEA,188658,Discovery,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-03-30
OPP-00233,"Fleming, Le and Little",FinTech,EMEA,200338,Closed Won,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-06-24
OPP-00234,Moore PLC,FinTech,AMER,171931,Negotiation,Partner,"Highly motivated, looking to close by the end of Q3.",2025-04-16
OPP-00235,Morrison-Walker,AI,EMEA,145169,Proposal,Partner,They are comparing us to a local competitor in Berlin.,2026-02-27
OPP-00236,Reynolds-Moore,HealthTech,AMER,221013,Proposal,Webinar,They are comparing us to a local competitor in Berlin.,2025-09-20
OPP-00237,Martin-Macias,AI,APAC,148073,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-05-14
OPP-00238,Nelson Group,Logistics,EMEA,198279,Closed Won,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-03-14
OPP-00239,Mccormick Group,HealthTech,AMER,247074,Negotiation,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-12-15
OPP-00240,"Berger, Burke and Johnson",AI,APAC,54454,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-09-21
OPP-00241,Jimenez Ltd,Logistics,EMEA,81771,Proposal,G2 Review,They are comparing us to a local competitor in Berlin.,2025-12-21
OPP-00242,"Key, Simon and Franco",FinTech,EMEA,170103,Closed Lost,Webinar,Decision maker is hesitant about the pricing structure.,2025-11-12
OPP-00243,Franklin-Williams,SaaS,APAC,66245,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-08-22
OPP-00244,"Perkins, Ortiz and Gordon",SaaS,EMEA,50634,Closed Won,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-03-24
OPP-00245,Reyes-Kennedy,HealthTech,EMEA,183687,Closed Lost,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-09-22
OPP-00246,Sullivan Group,FinTech,EMEA,70000,Discovery,Partner,"Highly motivated, looking to close by the end of Q3.",2025-10-15
OPP-00247,Drake-Vargas,Retail,AMER,99386,Proposal,G2 Review,They are comparing us to a local competitor in Berlin.,2025-06-17
OPP-00248,Drake-Guerrero,SaaS,AMER,134123,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2025-12-07
OPP-00249,Ward-Gonzales,FinTech,AMER,58289,Qualification,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-09-05
OPP-00250,Nolan-Porter,Logistics,AMER,180694,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-12-05
OPP-00251,"Hill, Pearson and Ramos",FinTech,AMER,108090,Qualification,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-07-28
OPP-00252,"Phelps, Marquez and Thompson",SaaS,EMEA,127222,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-09-09
OPP-00253,Mason Ltd,FinTech,AMER,214908,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-04-15
OPP-00254,Gutierrez Ltd,FinTech,APAC,84962,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-06-27
OPP-00255,Gallegos-Pierce,FinTech,APAC,212252,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-10-27
OPP-00256,Clark-Baker,HealthTech,AMER,137826,Closed Lost,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-06-05
OPP-00257,Williams PLC,Logistics,AMER,168783,Closed Lost,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-03-28
OPP-00258,Ayala and Sons,Retail,EMEA,108450,Qualification,Webinar,Decision maker is hesitant about the pricing structure.,2025-09-27
OPP-00259,Graham-Hutchinson,HealthTech,AMER,159054,Proposal,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-04
OPP-00260,Gonzalez LLC,SaaS,APAC,25346,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-04-29
OPP-00261,Walls Inc,Retail,APAC,105403,Discovery,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-09-30
OPP-00262,Kelley Ltd,Logistics,AMER,158690,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2026-02-17
OPP-00263,Gonzales-Davies,HealthTech,APAC,248295,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-09-21
OPP-00264,Curtis PLC,SaaS,APAC,85340,Closed Lost,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-06-28
OPP-00265,Moran Group,Logistics,EMEA,130388,Proposal,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-10
OPP-00266,Marks PLC,HealthTech,AMER,187763,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-11-19
OPP-00267,"Green, Briggs and Evans",Logistics,APAC,233625,Closed Won,Partner,Customer requested a 15% discount; Finance approval pending.,2025-08-28
OPP-00268,Wilson-Bird,SaaS,EMEA,147060,Negotiation,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-07-14
OPP-00269,Parker-Mccullough,Retail,EMEA,142175,Closed Won,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-05-21
OPP-00270,"Ryan, Parks and Miller",AI,AMER,34188,Negotiation,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2026-02-13
OPP-00271,Donovan Inc,SaaS,APAC,127598,Closed Lost,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-07-08
OPP-00272,Perez and Sons,FinTech,APAC,22516,Negotiation,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-07-08
OPP-00273,Pacheco PLC,FinTech,AMER,169456,Proposal,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-06-18
OPP-00274,"Thompson, Soto and Stone",HealthTech,EMEA,161282,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2026-01-16
OPP-00275,Ross-Cooper,AI,AMER,65012,Proposal,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-07-24
OPP-00276,Campbell Inc,FinTech,AMER,54796,Qualification,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-01-27
OPP-00277,"Mccormick, Cantu and Sanders",SaaS,AMER,80758,Closed Lost,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2026-02-01
OPP-00278,Barnes Inc,Retail,APAC,45216,Closed Won,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-03-17
OPP-00279,"Bell, Thompson and Hubbard",SaaS,AMER,230597,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-09-19
OPP-00280,Kane Ltd,SaaS,AMER,46530,Closed Won,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-06-20
OPP-00281,Nguyen-Robinson,Retail,AMER,66737,Proposal,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-07-10
OPP-00282,Farrell PLC,AI,AMER,18013,Qualification,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-05-29
OPP-00283,Sweeney Ltd,SaaS,EMEA,215322,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-07-05
OPP-00284,"Alvarez, Shaffer and Diaz",HealthTech,EMEA,215536,Qualification,Partner,"Highly motivated, looking to close by the end of Q3.",2025-08-15
OPP-00285,Wolf-Garcia,Retail,AMER,200850,Discovery,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-09-11
OPP-00286,"Roberts, Anderson and Harris",AI,EMEA,27743,Negotiation,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-09-05
OPP-00287,Hudson-Reynolds,SaaS,EMEA,44245,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-08-26
OPP-00288,Williams-Smith,AI,AMER,166861,Negotiation,G2 Review,They are comparing us to a local competitor in Berlin.,2025-08-21
OPP-00289,Terry Ltd,HealthTech,AMER,53300,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-10-10
OPP-00290,Henry PLC,Logistics,EMEA,68646,Closed Lost,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-10-20
OPP-00291,Ross Inc,HealthTech,EMEA,158420,Closed Won,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-21
OPP-00292,"Stuart, Durham and Richardson",SaaS,EMEA,17470,Qualification,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-02-28
OPP-00293,Turner Inc,FinTech,AMER,178066,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-12-11
OPP-00294,"Morris, Costa and Robinson",Logistics,EMEA,198977,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2026-02-12
OPP-00295,Davis LLC,Logistics,APAC,175896,Qualification,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-02-19
OPP-00296,Ellis-Munoz,FinTech,AMER,234272,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-04-26
OPP-00297,"Peterson, Brewer and Davis",AI,APAC,43915,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-09-10
OPP-00298,Hamilton-Moore,Logistics,APAC,186839,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-09-30
OPP-00299,Ayala-Marshall,Retail,AMER,202887,Qualification,Partner,"Highly motivated, looking to close by the end of Q3.",2025-08-18
OPP-00300,Padilla-Hill,FinTech,AMER,179890,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2025-07-14
OPP-00301,"Olson, Fitzgerald and Williams",Logistics,APAC,137311,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-03-15
OPP-00302,"Payne, Hampton and Williams",AI,AMER,64645,Negotiation,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-06-22
OPP-00303,"Wagner, Hill and Lewis",HealthTech,APAC,113584,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2025-11-30
OPP-00304,"Rodriguez, Cardenas and Ellis",Retail,APAC,121782,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2026-02-01
OPP-00305,Smith-Nguyen,FinTech,AMER,215565,Qualification,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-07-10
OPP-00306,Hunter and Sons,FinTech,APAC,125560,Discovery,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-03-17
OPP-00307,Fox Inc,SaaS,EMEA,203589,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2026-03-10
OPP-00308,Keller Inc,AI,AMER,98547,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2026-01-12
OPP-00309,"Blevins, Bradley and Jenkins",SaaS,EMEA,79444,Closed Lost,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-23
OPP-00310,"Johnson, Weaver and Walton",HealthTech,EMEA,95834,Proposal,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-12-09
OPP-00311,Curry-Hernandez,Retail,EMEA,61885,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-02-17
OPP-00312,"Hill, Johnson and Day",AI,APAC,33165,Proposal,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-11-20
OPP-00313,Wallace-Taylor,FinTech,EMEA,149929,Discovery,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-09-30
OPP-00314,Pena-Williams,Logistics,AMER,140094,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-11-20
OPP-00315,Potter-Walker,SaaS,EMEA,152721,Closed Lost,Partner,"Highly motivated, looking to close by the end of Q3.",2025-08-16
OPP-00316,"Barnes, Dickerson and Levy",SaaS,APAC,123704,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-05-13
OPP-00317,Tran Ltd,AI,EMEA,19553,Discovery,G2 Review,They are comparing us to a local competitor in Berlin.,2025-12-20
OPP-00318,"Cook, Bowers and Gonzales",SaaS,APAC,182372,Negotiation,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-04-21
